id;location;geo_name;coordinates;wikidata;street;additional_address;geo_name_alt
561;Kunnerwitz;Kunnerwitz;51.116666666667,14.933333333333;Q1283880;;;
562;Kürbitz;Kürbitz;50.4614,12.0753;;;;
563;Kurort Hartha;Kurort Hartha;50.9803,13.5444;Q1716267;;;
564;Kuttenplan;Chodová Planá;49.893328038608,12.73020295582;Q1075695;;(Chodovä;Planä)
572;Laas;Laas;51.36585,13.1461;;;;
573;Lampersdorf;Lampersdorf;51.2833,13.0398;;;;
574;Langebrück;Langebrück;51.1308,13.8394;Q1804939;;;
575;Langenau;Langenau;50.8361,13.2972;;;(b.;Brand-Erbisdorf)
576;Langenau;Skalice u České Lípy;50.745184922475,14.530667808423;;;(Skalicec;u
577;Langenbuch;Langenbuch;50.5669,11.9075;Q1805022;;(Thüringen);
578;Langenleuba-Oberhain;Langenleuba-Oberhain;50.964551,12.655031;Q22692759;;;
580;Langenreichenbach;Langenreichenbach;51.4869,12.9038;Q1805089;;;
581;Langenstein-Zwieberge;Halberstadt-Langenstein-Zwieberge concentration camp;51.8444,11.0233;Q652617;;(Anhalt);
;;;51.8531,10.9874;;;;
582;Langhennersdorf;Langhennersdorf;50.943232,13.249103;Q27479110;;;
583;Lauban;Lubań;51.116666666667,15.3;;;(Luban);
584;Lausa;Lausa;51.4333,13.0561;;;;
585;Lauterbach;Lauterbach;50.7786,12.4015;;;(b.;Neukirchen/Pleiße)
586;Leipa;Česká Lípa;50.68558429129,14.53774710235;Q2177049;;(Ceskä;Lipa)
593;Leipzig-Abtnaundorf/Heiterblick;Abtnaundorf;51.3706,12.4179;;;;
596;Leipzig-Engelsdorf;Leipzig-Engelsdorf;51.3382,12.4799;Q1342174;Riesaer Str. 64;;
598;Leipzig-Ost;Leipzig-Ost;51.3433889,12.5282285;;;(Stadtrand);
599;Leipzig-Schönau;Leipzig-Schönau (ATG) concentration camp;51.299999,12.333299;;;;
601;Leipzig-Schönefeld;Schönefeld;51.3597,12.4104;;;;
587;Leipzig,;Leipzig Hauptbahnhof;51.34527777777778,12.382222222222222;;Bahn;;
591;Leipzig,;Leipzig Mitte;51.34,12.375;;Stadtmitte;;
592;Leipzig,;Torgauer Platz;51.3467941,12.4176054;;Torgauer Straße;;
603;Leitmeritz;Litoměřice;50.53355947692,14.131899491403;;;(Litom&fice);
611;Lengenfeld/V.;Lengenfeld;50.566666666667,12.366666666667;;;;
619;Lengenfeld/V.;Grün;50.5673097,12.3831018;;;OT;Grün
620;Lessa;Q42868747;51.3207,13.3042;;;;
621;Leubetha;Leubetha;50.349,12.246;Q16832838;;;
622;Leuna;Leuna;51.316666666667,12.016666666667;;;(pr.;Sachsen)
623;Lichtenburg;Lichtenburg concentration camp (1933-1939);51.662467,12.932142;;Schloss Prettin;(pr.;Sachsen)
624;Lichtensee;Lichtensee;51.38,13.37472222;;;;
625;Lichtenstein/Sa.;Lichtenstein;50.756388888889,12.631666666667;Q20081;;;
626;Lichtentanne;Lichtentanne;50.7,12.433333333333;;;;
627;Liebenau;Liebenau (Zuordnung nicht möglich, vermutl. 50.7876039, 13.8539649);;;;;
628;Liebstadt;Liebstadt;50.864722222222,13.855555555556;;;;
629;Limbach/V.;Limbach;50.583330555555555,12.25;;;;
630;Lindenau;Lindenau;50.5883,12.604;;;;
631;Lindenhayn;Lindenhayn;51.5171,12.4973;Q1291599;;;
632;Linz;Linz;48.3,14.283333333333;;;(Österreich);
633;Lippstadt;Lippstadt;51.666666666666664,8.35;;;(pr.;Westfalen)
634;Löbau;Löbau;51.094444444444,14.666666666667;;;;
635;Lobenstein;Bad Lobenstein;50.45223,11.6393;;;;
636;Lobositz;Lovosice;50.515121498998,14.051126534986;Q1000069;;(Lovosice);
638;Lommatzsch;Lommatzsch;51.2,13.3;;;;
639;Lonnewitz;Lonnewitz;51.2877,13.1398;;;;
640;Lorenzkirch;Lorenzkirch;51.3549,13.2427;;;;
641;Löthain;Löthain;51.14207,13.41058;Q1567971;;;
642;Lübbenau;Lübbenau|Spreewald;51.866666666667,13.966666666667;;;(pr.;Brandenburg)
643;Lubens;Lubenec;50.132175957768,13.313264592322;;;(Lubenec);
644;Ludenberg;Ludenberg;51.2572,6.86417;Q1316769;;(Breclav);
645;Luditz;Žlutice;50.092025120002,13.163044267861;Q394241;;(Zlutice);
647;Luppa;Luppa;51.3342,12.9586;;;;
650;Machern;Machern;51.358333333333,12.627777777778;;;;
651;Magdeburg;Magdeburg;52.13166666666667,11.639166666666666;;;(pr.;Sachsen)
652;Mährisch-Ostrau;Moravská Ostrava;49.8418,18.2916;Q3524703;;(Ostrava);
653;Manetin;Manětín;49.991879087154,13.233260034019;;;(Manötin);
654;Mannichswalde;Mannichswalde;50.806388888889,12.31;Q1665421;;;
655;Maria;Mariánské Radčice;50.574127676768,13.665087330687;;;Ratschitz;
656;Marienbad;Mariánské Lázně;49.964703891769,12.701249703911;;;
657;Marienberg;Marienberg;50.650833333333,13.164722222222;;;;
658;Markersdorf;Markersdorf;50.7931,12.9;;;(b.;Chemnitz)
659;Markersdorf;Markersdorf;50.8363,12.0003;;;(Thüringen);
660;Markkleeberg;Markkleeberg;51.275555,12.369166;;;;
668;Marktrodach;Marktrodach;50.249444444444,11.385833333333;;;(Bayern);
669;Massanei;fire station Massanei;51.06497350435683,13.052825000727154;;;;
670;Mauthausen;Mauthausen concentration camp;48.258888888889,14.501111111111;;;;
672;Meerane;Meerane;50.851944444444,12.463611111111;;;;
673;Mehltheuer;Mehltheuer concentration camp;48.283298,12.833299;;;;
674;Meinersdorf;Meinersdorf;50.7194,12.8839;;;;
675;Meißen;Meissen;51.163611111111,13.4775;;;;
676;Meltewitz;Meltewitz;51.3625,12.908888888888889;;;(Steinbruch);
677;Merschwitz;Merschwitz;51.2647,13.4075;;;;
679;Merzdorf;Merzdorf;51.31055,13.25312;;;(b.;Riesa)
680;Meuselwitz;Meuselwitz;51.05,12.3;;;(Thüringen);
682;Milda;Milda;50.855806,11.463175;;;(Thüringen);
683;Mildenau;Mildenau;50.599722222222,13.068888888889;;;;
684;Milkwitz;Milkwitz;51.230109,14.358092;Q1754124;;;
685;Milstrich;Milstrich;51.325,14.159722222222;Q160955;;;
686;Mittelbach;Mittelbach;50.8,12.7978;;;;
687;Mittweida;Mittweida;50.985555555556,12.981111111111;;;;
688;Mobendorf;Mobendorf;50.97555556,13.19055556;Q15835417;;;
689;Mobschatz;Mobschatz;51.0775,13.6433;;;;
690;Mochau;Mochau;51.13333,13.18333;;;;
691;Mockethal-Zatschke;Mockethal-Zatzschke concentration camp;50.98282918398965,13.952200361676805;;;;
693;Mockrehna;Mockrehna;51.50757,12.81418;;;;
694;Moldau;Moldava;50.720722370806,13.65733585364;;;(Moldava);
695;Morchenstern;Smržovka;50.738254442679,15.246500406797;Q1936067;;(Smrzovka);
696;Mücka;Mücka;51.316666666667,14.699722222222;;;;
697;Mügeln;Mügeln;51.233333333333,13.05;;;;
698;Mühlau;Mühlau;50.9,12.766666666667;;;;
699;Mühlbeck;Mühlbeck;51.633055555556,12.383055555556;Q687843;;(pr.;Sachsen)
701;Mühltroff;Mühltroff;50.540277777778,11.927777777778;Q46880;;;
707;Mulda;Mulda;50.8,13.41667;;;;
702;Muldenberg;Muldenberg;50.41577,12.40116;Q27684335;;;
703;Mülsen St. Micheln;Mülsen St. Micheln concentration camp;50.75,12.566699;;;;
704;München;Munich;48.1375,11.575;;;;
705;Münsa;Münsa;50.9843,12.4747;;;(b.;Altenburg)
706;Mutzschen;Mutzschen;51.266667,12.9;Q668396;;;
714;Nassau;Nassau;50.766666666667,13.533333333333;;;(b.;Frauenstein)
715;Naumburg;Naumburg (Saale);51.152095,11.809819;;;(Thüringen);
716;Naundorf;Naundorf;50.935,13.4206;;;(b.;Freiberg)
717;Neu Staßfurt;Stassfurt I concentration camp;51.866699,11.583299;;;;(pr.
718;Neudeck;Nejdek;50.322532483831,12.729443668258;;;(Nejdek);
719;Neudörfel;Nová Víska;51.0089,14.2839;;;(?);
720;Neuhammer;Nové Hamry;50.360161626906,12.719289348652;;;(Nove;Hamry)
721;Neuhirschstein;Neuhirschstein Castle;51.2518,13.4003;Q2241597;;(Schloss);
723;Neukieritzsch;Neukieritzsch;51.151388888889,12.409722222222;;;;
724;Neukirch;Neukirch/Lausitz;51.09727,14.30789;;;;
725;Neukirchen;Neukirchen (Reinsberg);51.03124,13.39351;;;(b.;Reinsberg)
726;Neukirchen/Erzgeb.;Neukirchen, Erzgebirgskreis;50.779444444444,12.866944444444;Q57804;;;
2010;Neulehn;Neulehn;50.5222,12.5301;;;;
727;Neumark;Neumark, Saxony;50.666666666667,12.35;;;;
729;Neundorf;Neundorf bei Lobenstein;50.433333333333,11.6;;;(b.;Lobenstein/Thüringen)
730;Neundorf;Neundorf (Plauen);50.4933,12.09;;;(b.;Plauen)
731;Neurohlau;Nová Role;50.271030375945,12.784301710647;Q1009009;;(Novä;Role)
732;Neusalz;Nowa Sól;51.8,15.716666666667;Q157190;;(Nowa;Söl)
733;Neuseddin,;Neuseddin;52.2885,12.9857;Q1699466;Güterbahnhof;;
734;Neustadt/Sachsen;Neustadt in Sachsen;51.023888888889,14.216666666667;;;;
735;Nieder-/Oberbobritzsch;Bobritzsch;50.899444444444,13.433333333333;;;(Ortsgrenze);
736;Niederau;Niederau;51.175555555556,13.5425;;;;
737;Niederfrauendorf;Niederfrauendorf;50.879461111111,13.722611111111;Q1987786;;;
738;Niederglauba;Niederglauba (Ort nicht zu finden);;;;;
739;Niedergurig;Niedergurig;51.226944444444,14.478888888889;Q160604;;;
740;Niederoderwitz;Oderwitz;50.958888888889,14.718611111111;Q502467;;;
741;Niederschlema;Niederschlema;50.6160610,12.6809977;;;;
742;Niedersteinbach;Niedersteinbach;50.9431,12.6511;;;(Thüringen);
743;Niederstriegis;Niederstriegis;51.083611111111,13.149444444444;Q71017;;;
744;Niederwiesa;Niederwiesa;50.863333333333,13.0225;;;;
745;Niesky;Niesky;51.289722222222,14.83;Q165160;;;
746;Nischwitz;Nischwitz;51.3944,12.7125;;;;
747;Nixdorf;Mikulášovice;50.965147575772,14.36380182721;;;;
748;Nochten;Nochten;51.431944444444,14.6;Q162561;;;
749;Nordhalben;Nordhalben;50.373611111111,11.511111111111;;;(Bayern);
750;Nordhausen;Nordhausen;51.505,10.791111111111;;;(pr.;Sachsen)
752;Nossen;Nossen;51.05,13.3;;;;
761;Nürnberg;Nuremberg;49.45388888888889,11.0775;;;(Bayern);
764;Ober Birken;Horní Bříza;49.840223429507,13.355637956593;;;(Horni;Briza)
773;Ober-Prauske;Ober Prauske/Hornje Brusy;51.254166666667,14.6625;Q160703;;;
765;Oberaudenhain;St. Marien;51.492785582873,12.831156657334;;;;
766;Oberbobritzsch;Oberbobritzsch;50.8625,13.463055555556;Q1563962;;;
767;Oberböhmsdorf;Oberböhmsdorf;50.5606,11.8303;Q2009257;;(Thüringen);
768;Obercolmnitz;Colmnitz;50.9086,13.4964;Q2670486;;;
769;Obererinitz;Obercrinitz;50.5719,12.485;;;;
770;Obergruna;Obergruna;51.014836111111,13.316802777778;;;;
771;Oberlungwitz;Oberlungwitz;50.783333333333,12.716666666667;;;;
772;Oberneuschöneberg;Oberneuschönberg;50.649658333333,13.380183333333;;;;
774;Oberröppisch;Oberröppisch;50.8347,12.0675;Q1313219;;(Thüringen);
775;Ockerwitz;Ockerwitz;51.056,13.6417;Q2013740;;;
776;Oederan;Oederan;50.861666666667,13.167222222222;;;;
777;Oelsen;Oelsen;50.8075,13.927777777777777;;;;
778;Oelsitz;Oelsitz;51.27978,13.27732;Q47097330;;;
779;Oelsnitz/Vogtland;Oelsnitz;50.416666666667,12.166666666667;Q46845;;;
780;Olbernhau;Olbernhau;50.666666666667,13.333333333333;;;;
781;Ortmannsdorf;Ortmannsdorf;50.70498,12.61663;;;;
782;Oschatz;Oschatz;51.300277777778,13.107222222222;;;;
785;Oschitz;Oschitz;50.565,11.7881;;;(Thüringen);
786;Ostrau;Ostrau;51.616666666667,12.009722222222;;;(b.;Zörbig/pr.
787;Ottendorf;Ottendorf;50.827012,11.822534;;;(Thüringen);
790;Paderborn;Paderborn;51.71666666666667,8.766666666666667;;;(pr.;Westfalen)
791;Passau;Passau;48.566666666667,13.466666666667;;;(Bayern);
792;Paußnitz;Paußnitz;51.3876113,13.2025968;;;;Paußitz
793;Pegau;Pegau;51.166666666667,12.25;;;;
794;Penig;Penig;50.933611111111,12.705833333333;;;;
795;Pesterwitz;Pesterwitz;51.0281,13.6539;Q6366;;;
796;Peterswald;Petrovice;50.789108789384,13.976253100741;;;(Petrovice);
798;Petschau;Bečov nad Teplou;50.08356335304,12.838387437158;Q854597;;(Belov);
799;Pfaffroda;Pfaffroda;50.861388888889,12.515;;;;
800;Pilsen;Plzeň;49.741388888889,13.3825;;;(Plzen);
801;Pirk;Pirk;50.423887,12.066091;;;;
808;Pirkenhammer;Březová;50.197990706513,12.871523243562;Q1021721;;(Brfezovä);
809;Pirna;Pirna;50.962222222222,13.940277777778;;;;
815;Pladen;Blatno;50.097018757911,13.389770943654;;;(Blatno;u
816;Plan;Planá;49.86827193037,12.743844417597;;;(Planä);
818;Plauen;Plauen (Vogtland) Oberer Bahnhof;50.5053,12.13;;;;
819;Plauen;Pausaer Straße;50.5275083,12.1082502;;;;
2003;Plauen;Hans-Sachs-Straße;50.5149558,12.1272316;;;;
820;Plauen;L.-F.-Schönherr-Straße;50.4928173,12.1055492;;Roonstraße;(L.-E-Schönherr-Straße);
821;Plömnitz;Plömnitz;51.74146,11.81471;Q15840670;;(Standort;FAL
822;Plötz;Plötz;51.633055555556,11.933055555556;;;(b.;Löbejün/pr.
823;Pockau-Lengefeld;Pockau-Lengefeld;50.7167,13.1833;Q15474520;;;
824;Podersam;Podbořany;50.229466858401,13.411998129955;Q1017247;;(Podborany);
825;Pomßen;Pomßen;51.2388,12.6128;Q1328686;;;
826;Porschdorf;Porschdorf;50.9418,14.12687;Q554695;;;
827;Postelberg an der Eger;Postoloprty;50.359880648319,13.702996227431;;;(Postoloprty);
828;Pötzschau;Pötzschau;51.211138888889,12.485030555556;Q2120876;;;
829;Prag;Prague;50.083333333333,14.416666666667;;;;
830;Praßles;Zbraslav;50.0364,13.1406;Q10857370;;(Zbraslav);
831;Pressel;Pressel;51.579,12.7043;Q1300978;;;
832;Prettin,;Prettin;51.66078,12.92669;Q573500;;(pr.;Sachsen)
833;Pretzsch/Elbe;Pretzsch (Elbe);51.716666666667,12.8;Q699124;;(pr.;Sachsen)
834;Pretzschendorf;Pretzschendorf;50.866666666667,13.516666666667;Q8215;;;
835;Priesen;Březno;50.401952444659,13.421270603657;;;(Bfezno);
836;Probsthain;Probsthain;51.4653,12.8969;Q2794957;;;
837;Profen;Profen;51.125555555556,12.211388888889;;;(pr.;Sachsen)
838;Proschim;Proschim;51.55222222,14.18916667;Q15911939;;(Preußen);
839;Pulsnitz;Pulsnitz;51.181666666667,14.013055555556;;;;
842;Quedlinburg;Quedlinburg;51.791666666667,11.147222222222;;;(pr.;Sachsen)
843;Quersa;Transformatorenhäuschen Quersa;51.303471444975,13.64239167982;;;;
846;Rabstein;Rabstein concentration camp;50.8007838,14.386125;;;(Vesel&;pod
847;Radeberg;Radeberg;51.116666666667,13.916666666667;;;;
848;Radebeul;Radebeul;51.103333333333,13.67;;;;
849;Raguhn;Raguhn concentration camp;51.716701,12.3;;;(pr.;Sachsen)
857;Raitzen;Raitzen;51.2601621,13.1876528;;;;
858;Raspenau;Raspenava;50.904211053115,15.114763824276;Q1258284;;(Raspenava);
859;Rattwitz;Rattwitz/Ratarjecy;51.183519,14.390443;;;(b.;Bautzen)
860;Rauscha;Ruszów, Lower Silesian Voivodeship;51.40055556,15.18305556;Q7382740;;(Ruszöw);
861;Rautenkranz;Morgenröthe-Rautenkranz;50.45,12.516666666667;;;;
2000;Ravensbrück;Ravensbrück;53.1929,13.1621;;;
862;Regensburg;Regensburg;49.016666666666666,12.083333333333334;;;(Bayern);
863;Rehefeld;Jagdschloss Rehefeld;50.7305,13.7025;;;;
864;Rehefeld-Zaunhaus;Rehefeld-Zaunhaus;50.730555555556,13.7;Q2138947;;;
865;Rehmsdorf;Rehmsdorf;51.058333333333,12.215555555556;Q2138998;;(Thüringen);
866;Reichenau;Reichenau;50.7931,13.575;;;(heute;Hartsmannsdorf-
868;Reichenau;Reichenau;50.7931,13.575;;;(Rychnov;u
;;;;;;;
871;Reichenbach;Reichenbach;51.0463,13.0899;;(b.;Waldheim)
872;Reichenbach/V.;Reichenbach/V.;50.6175,12.2990;;;
873;Reichenberg;Liberec;50.7699972,15.0584492;;;(Liberec);
874;Reichenbrand;Reichenbrand;50.8125,12.8278;Q1069545;;(b.;Chemnitz)
875;Reichwalde;Reichwalde;51.380555555556,14.6625;;;;
876;Reinholdshain/D.;Reinholdshain;50.8976,13.7003;;;(b.;Dippoldiswalde)
877;Reinholdshain/G.;Reinholdshain;50.8361,12.5686;;;(b.;Glauchau)
878;Reitzenhain;Reitzenhain;50.5611,13.2194;;;;
880;Remersdorf;Renn[sic?]ersdorf;;;;;
881;Remse;Remse;50.853888888889,12.575555555556;;;;
882;Rennersdorf;KZ-Außenlager Rennersdorf;51.0172,14.7893;;;(b.;Herrnhut)
883;Rennersdorf-Neudörfel;Rennersdorf-Neudörfel;51.062908333333,14.066080555556;Q1322311;;;
884;Reppen;Reppen;51.2699,13.1971;;;;
885;Reuth/Sachsen;Reuth (Neumark);50.671501,12.320441;;;;
886;Rieder;Rieder;51.733333333333,11.166666666667;;;(pr.;Sachsen),
887;Riemsdorf;Riemsdorf;51.1139,13.4833;Q2152255;;;
888;Riesa;Riesa;51.308055555556,13.293888888889;;;;
892;Rittersgrün;Rittersgrün;50.473333333333,12.801111111111;Q1284571;;;

893;Rochlitz;Rochlitz;51.048055555556,12.798611111111;;;;
894;Röderau;Röderau;51.31916667,13.32166667;;;;
2007;Rodewisch;Rodewisch;50.5309,12.4049;;;;
895;Röhrsdorf;Röhrsdorf;51.0931,13.5125;;;(b.;Klipphausen)
896;Roßwein;Roßwein;51.066666666667,13.183333333333;;;;
903;Rothenburg/Oberlausitz;Rothenburg;51.333055555556,14.966666666667;Q157095;;(pr.;Niederschlesien)
2009;Rothenkirchen-Stützengrün;Rothenkirchen-Stützengrün;50.5390,12.5026;;;;
904;Rugiswalde;Rugiswalde;51.000833,14.256944;;;;
905;Ruppendorf;Ruppendorf;50.907222222222,13.601944444444;;;;
906;Ruppertsgrün;Ruppertsgrün (Pöhl);50.5762,12.1805;;;(b.;Plauen)
907;Ruppertsgrün;Ruppertsgrün;50.6972,12.3669;;;(b.;Werdau),
908;Rüßdorf;Q87647454;50.784958,12.640405;;;;Rüssdorf, Rüsdorf
911;Saalburg;Saalburg;50.5025,11.7336;;;(Thüringen);
912;Saara;Saara;50.85,11.966666666667;;;(Thüringen);
913;Saatz;Žatec;49.206395643998,15.508922110031;Q324818;;(Zatec/Böhmen);
914;Sachsgrün;Sachsgrün;50.34488,12.03055;Q34883760;;;
915;Sacka;Sacka;51.283611111111,13.793161111111;;;;
916;Sadisdorf;Sadisdorf;50.845469444444,13.635691666667;Q2211164;;;
917;Salhassan;Salhassan (Ort nicht zu finden);;;;;
918;Salzburg;Salzburg;47.7972,13.04768;;;(Österreich);
919;Salzenforst;Salzenforst;51.1975,14.371388888889;Q2216043;;;
920;Sangerhausen;Sangerhausen;51.466666666667,11.3;;;(pr.;Sachsen)
921;Sankt Egidien;Sankt Egidien;50.785,12.62;;;Egidien;
922;Sankt Georgenthal;Jiřetín pod Jedlovou;50.874517890076,14.575194251298;;;Georgenthal;(Jiretin
923;Saupsdorf;Saupsdorf;50.940555555556,14.331111111111;Q2227654;;;
924;Sayda,;Sayda, große Vorwerk;50.6944022,13.4565530;;;großes;Vorwerk
955;Seerhausen;Seerhausen;51.268333333333,13.253888888889;Q1309263;;;
925;Scheles;Žihle;50.045012324818,13.375089356073;;;(Zihle);
926;Schenkenberg;Schenkenberg;51.54,12.31333333;;;;
927;Schiedel;Schiedel;51.31359,14.13976;;;;
928;Schildau;Schildau;51.45,12.933333333333;;;;
929;Schlackenwerth;Ostrov;50.306035004821,12.939153516476;Q987487;;(Ostrov;nad
930;Schlesiersee;Schlesiersee I concentration camp;51.8833,16.066699;;;(Stawa);
931;Schlieben;Berga concentration camp;51.73333333,13.38333333;;;(pr.;Sachsen)

932;Schmiedeberg/D.;Schmiedeberg;50.8375,13.675277777778;;;(b.;Dippoldiswalde)
933;Schmiedeberg;Kovářská;50.438321578247,13.053974118967;;;(Kovärskä);
934;Schmorkau;Schmorkau;51.3082,13.144;;;;
935;Schöna;Schöna;51.39194444444445,13.091388888888888;;;(b.;Cavertitz)
936;Schönbach/V.;Schönbach (Neumark);50.651936,12.333746;;;;
937;Schönebeck/Elbe;Schönebeck (Elbe);52.016666666667,11.75;;;(pr.;Sachsen)
938;Schönfeld/D.;Schönfeld;50.7842,13.6439;;;(b.;Dippoldiswalde)
939;Schönfeld;Schönfeld;51.303888888889,13.707777777778;;;(b.;Radeburg)
940;Schönheide;Schönheide concentration camp;50.5,12.5333;;;;
942;Schönlinde;Krásná Lípa;50.913102896533,14.510107117856;;;(Krasna;Lipa/Böhmen)
943;Schönwald;Lesná u Tachova;49.754294199,12.537726015;;;(Lesnä;u
951;Schwarzenbach;Schwarzenbach an der Saale;50.22083333333333,11.933333333333334;;;{b.;Hof)
952;Schwarzenberg;Schwarzenberg;50.545277777778,12.779166666667;;;;
953;Schwarzheide;Schwarzheide concentration camp;51.485803,13.884804;;;(pr.;Brandenburg)

954;Sebnitz;Sebnitz;50.966666666667,14.283333333333;;;;
956;Seesen;Seesen station;51.8875,10.1739;;;;
957;Seidenberg;Zawidów;51.02615,15.062383333333;;;(Zawidöw);
958;Seifersdorf;Seifersdorf;50.972339,13.235976;;;(b.;Großschirma)
959;Seifhennersdorf;Seifhennersdorf concentration camp;50.9333,14.6167;;;;
961;Senftenberg;Senftenberg;51.516666666667,14.016666666667;;;(Preußen);
963;Seyda;Seyda;51.881666666667,12.905277777778;;;(pr.;Sachsen)
;;;51.881666666667,12.908055555556;;;;
964;Siebenbrunn;Siebenbrunn;50.3086,12.30278;;;;
965;Siebenlehn;Siebenlehn;51.031944444444,13.308333333333;Q1274445;;;
966;Sieglitz;Sieglitz;51.1695,13.4192;;;;
967;Siegmar-Schönau;Siegmar-Schönau;50.8167,12.8556;Q2284031;;;
968;Sitzenroda;Sitzenroda;51.450833333333,12.970833333333;Q2290723;;;
969;Sohland am Rotstein;Sohland am Rotstein;51.116666666667,14.783055555556;;;;
970;Söllichau;Söllichau;51.633333333333,12.633333333333;;;(pr.;Sachsen)
971;Sömmerda;Sömmerda concentration camp;51.150001,11.1;;;(Thüringen);
972;Sonneberg;Sonneberg;50.35,11.166666666666666;;;(Thüringen);
973;Sontra;Sontra;51.06666666666667,9.933333333333334;;;;
974;Sora;Sora;51.0789,13.5;;;;
975;Sosa;Sosa;50.499166666667,12.651944444444;;;;
976;Spitzcunnersdorf;Spitzkunnersdorf;50.9375,14.684722222222;;;;
977;Spremberg;Spremberg;51.571666666667,14.379444444444;;;(Preußen);
978;Stangengrün;Stangengrün;50.5853,12.4494;Q1514950;;;
2005;Stankau;Stankau;49.5537,13.0692;;;;
979;Staucha;Staucha;51.222778,13.220556;;;;
980;Stauchitz;Stauchitz;51.25,13.216666666667;;;;
2002;Staudnitz;Klinga;51.2721,12.6375;;;;
981;Steinheidel;Steinheidel;50.480277777778,12.722222222222;;;;
982;Steinigtwolmsdorf;Steinigtwolmsdorf;51.066666666667,14.35;;;;
983;Steinpleis;Steinpleis;50.7139,12.3967;Q2341457;;Bogendreieck;
984;Stollberg;Stollberg;50.708333333333,12.778333333333;;;;
985;Stolpen;Stolpen;51.048888888889,14.082777777778;;;;
986;Strehla;Strehla;51.353055555556,13.225833333333;;;;
987;Struppen;Struppen;50.933333333333,14.016666666667;;;;
988;Syrau;Syrau;50.543055555556,12.076111111111;Q573537;;;
997;Tachau;Tachov;49.795398066933,12.633709213451;Q191097;;(Tachov);
1001;Tannenbergsthal;Tannenbergsthal;50.433333333333,12.466666666667;Q699351;;;
1002;Taucha;Taucha;51.38,12.493611111111;;;;
1005;Taus;Domažlice;49.440605680467,12.929798039263;;;(Domazlice);
1006;Teichwolframsdorf;Teichwolframsdorf;50.720555555556,12.246944444444;Q83377;;(Thüringen);
1007;Teplitz-Schönau;Teplice;50.633333333333,13.816666666667;Q146342;;(Teplice);
1008;Tetschen;Děčín;50.773611111111,14.196111111111;Q146307;;(DeÂ£in);
1009;Thalheim;Thalheim;50.7025,12.851666666667;;;;
1010;Tharandt;Tharandt;50.983333333333,13.580833333333;;;;
1011;Theresienstadt;Theresienstadt concentration camp;50.510278,14.149722;;;(Terezin),;Ghetto
1017;Theuma;Theuma;50.47,12.2225;;;;
1018;Thiendorf;Thiendorf;51.3,13.75;Q8830;;;
1019;Töpeles;Teplička;50.148703599361,12.851642402737;Q2035015;;(Teplicka);
1020;Torgau;Torgau;51.560277777778,13.005555555556;;;(pr.;Sachsen)
1023;Treptitz;Treptitz;51.40083333333333,13.129722222222222;Q106231310;;;
1024;Triebschitz bei Brüx;Třebušice;50.5203,13.5797;;;Trebusice;
1025;Tröbitz/Elster;Tröbitz;51.6,13.433055555556;;;;
1027;Trossin;Trossin;51.616666666667,12.816666666667;;;(pr.;Sachsen)
1032;Uhlsdorf;Uhlsdorf;50.88418,12.65369;Q63226365;;;
1033;Uhyst;Uhyst;51.365282,14.509566;;;;
1034;Ullendorf;Ullendorf;51.1064,13.4869;Q2475187;;;
1035;Unter Sandau;Dolní Žandov;50.018063225071,12.551078777296;;;(Dolni;Zandov)
1038;Venusberg;Venusberg concentration camp;50.7,13.016699;;;;
1047;Walburg;Walburg;51.1997,9.76694;;;(pr.;Hessen-Nassau)
1049;Waldenburg;Waldenburg;50.875833333333,12.599722222222;;;(Sachsen);
1050;Waldheim;Waldheim;51.066666666667,13.016666666667;;;;
1051;Waldsassen;Waldsassen;50,12.3;Q241889;;;
1052;Wallenfels;Wallenfels;50.2675,11.473333333333;;;(Bayern);
1053;Warmsdorf;Warmsdorf;51.777799,11.575903;Q2549410;;(pr.;Sachsen)
1054;Warnsdorf;Varnsdorf;50.911612411446,14.618353683386;;;(Varnsdorf);
1055;Weiden;Weiden in der Oberpfalz;49.67353055555556,12.16606111111111;;;;
1056;Weidenhain;Weidenhain;;;;;
1057;Weimar;Weimar;50.983333333333,11.316666666667;;;;
1059;Weipert;Vejprty;50.492422906068,13.032216898187;Q1751518;;(Vejprty);
1060;Weißbach/Erzgeb.;Weißbach;50.7349,13.0135;;;;
1061;Weißenberg;Weißenberg;;;;;
1062;Weißenfels;Weißenfels;51.2,11.966666666667;;;;
1063;Weißensand;Weißensand;50.576107,12.311143;Q26254861;;;
1064;Weißig;Weißig;50.8376,12.0249;;;(Thüringen);
1065;Weißwasser/Oberlausitz;Weißwasser;51.5,14.633055555556;;;;
1067;Welbsleben;Welbsleben;51.7,11.416666666667;Q259239;;(pr.;Sachsen)
1068;Welemin;Velemín;50.539069448334,13.976850401439;Q1287241;;(Velemin);
1069;Wellaune;Wellaune;51.571247222222,12.55635;Q1512389;;;
1070;Werdau;Werdau;50.733333333333,12.383333333333;;;;
1071;Wermsdorf;Wermsdorf;51.283333333333,12.95;;;;
1072;Wermsdorf;Hubertusburg;51.2774,12.9398;;Schloss Hubertusburg;;
2008;Wernesgrün;Wernesgrün;50.5300,12.4707;;;;
1073;Wernigerode;Wernigerode;51.835,10.785277777778;;;(preuß.;Prov.
1074;Wien;Vienna;48.208333333333336,16.3725;;;;
1075;Wiesa;Wiesa;51.2558,14.1183;;;(b.;Kamenz)
